topology,trial,beta,gamma,fraction,strategy,t10,t50,reached_10,reached_50,peak_infected,final_size,active_spreader_auc,unique_exposed_fraction,attempted_exposures,repeat_exposures,successful_transmissions,duration,protected_fraction
BA,14,0.15,0.05,0.05,betweenness,8.0,14.0,1.0,1.0,566.0,0.9,18643.0,0.933,5864.0,4931.0,895.0,173.0,0.05
BA,14,0.15,0.05,0.05,kcore,8.0,16.0,1.0,1.0,546.0,0.883,17755.0,0.923,5879.0,4956.0,878.0,155.0,0.05
BA,14,0.15,0.05,0.05,collective_influence,9.0,16.0,1.0,1.0,537.0,0.89,17798.0,0.93,6142.0,5212.0,885.0,132.0,0.05
BA,14,0.15,0.05,0.05,community_bridge,13.0,21.0,1.0,1.0,522.0,0.902,18262.0,0.929,6413.0,5484.0,897.0,147.0,0.05
BA,15,0.01,0.05,0.05,random,93.0,,1.0,0.0,28.0,0.196,3664.0,0.742,18516.0,17774.0,191.0,271.0,0.05
BA,15,0.01,0.05,0.05,degree,,,0.0,0.0,9.0,0.021,607.0,0.087,1946.0,1859.0,16.0,132.0,0.05
BA,15,0.01,0.05,0.05,betweenness,,,0.0,0.0,5.0,0.006,81.0,0.021,286.0,265.0,1.0,23.0,0.05
BA,15,0.01,0.05,0.05,kcore,,,0.0,0.0,5.0,0.007,87.0,0.031,425.0,394.0,2.0,48.0,0.05
BA,15,0.01,0.05,0.05,collective_influence,,,0.0,0.0,7.0,0.015,315.0,0.049,867.0,818.0,10.0,111.0,0.05
BA,15,0.01,0.05,0.05,community_bridge,,,0.0,0.0,15.0,0.035,918.0,0.11,2715.0,2605.0,30.0,136.0,0.05
BA,15,0.02,0.05,0.05,random,25.0,81.0,1.0,1.0,158.0,0.582,10865.0,0.932,30005.0,29073.0,577.0,190.0,0.05
BA,15,0.02,0.05,0.05,degree,,,0.0,0.0,10.0,0.026,483.0,0.081,1117.0,1036.0,21.0,102.0,0.05
BA,15,0.02,0.05,0.05,betweenness,,,0.0,0.0,6.0,0.021,358.0,0.079,1115.0,1036.0,16.0,116.0,0.05
BA,15,0.02,0.05,0.05,kcore,131.0,,1.0,0.0,32.0,0.272,5531.0,0.655,12715.0,12060.0,267.0,335.0,0.05
BA,15,0.02,0.05,0.05,collective_influence,,,0.0,0.0,5.0,0.01,103.0,0.029,263.0,234.0,5.0,36.0,0.05
BA,15,0.02,0.05,0.05,community_bridge,,,0.0,0.0,14.0,0.073,1439.0,0.252,3716.0,3464.0,68.0,260.0,0.05
BA,15,0.05,0.05,0.05,random,21.0,31.0,1.0,1.0,395.0,0.858,17057.0,0.944,17493.0,16549.0,853.0,177.0,0.05
BA,15,0.05,0.05,0.05,degree,20.0,45.0,1.0,1.0,250.0,0.724,14831.0,0.916,14886.0,13970.0,719.0,218.0,0.05
BA,15,0.05,0.05,0.05,betweenness,18.0,44.0,1.0,1.0,232.0,0.717,13760.0,0.919,14456.0,13537.0,712.0,157.0,0.05
BA,15,0.05,0.05,0.05,kcore,51.0,83.0,1.0,1.0,236.0,0.75,15714.0,0.91,15336.0,14426.0,745.0,253.0,0.05
BA,15,0.05,0.05,0.05,collective_influence,34.0,64.0,1.0,1.0,228.0,0.737,14532.0,0.912,15239.0,14327.0,732.0,202.0,0.05
BA,15,0.05,0.05,0.05,community_bridge,27.0,52.0,1.0,1.0,277.0,0.759,15861.0,0.915,14333.0,13418.0,754.0,179.0,0.05
BA,15,0.15,0.05,0.05,random,6.0,9.0,1.0,1.0,700.0,0.946,18940.0,0.944,6935.0,5991.0,941.0,118.0,0.05
BA,15,0.15,0.05,0.05,degree,9.0,16.0,1.0,1.0,534.0,0.894,17975.0,0.934,6214.0,5280.0,889.0,203.0,0.05
BA,15,0.15,0.05,0.05,betweenness,9.0,16.0,1.0,1.0,554.0,0.903,17747.0,0.938,6299.0,5361.0,898.0,150.0,0.05
BA,15,0.15,0.05,0.05,kcore,9.0,16.0,1.0,1.0,553.0,0.9,18630.0,0.932,6305.0,5373.0,895.0,133.0,0.05
BA,15,0.15,0.05,0.05,collective_influence,7.0,15.0,1.0,1.0,555.0,0.897,18739.0,0.933,6112.0,5179.0,892.0,181.0,0.05
BA,15,0.15,0.05,0.05,community_bridge,8.0,15.0,1.0,1.0,556.0,0.906,17821.0,0.939,6158.0,5219.0,901.0,159.0,0.05
BA,16,0.01,0.05,0.05,random,72.0,,1.0,0.0,36.0,0.127,2388.0,0.615,10863.0,10248.0,122.0,222.0,0.05
BA,16,0.01,0.05,0.05,degree,,,0.0,0.0,5.0,0.01,189.0,0.034,617.0,583.0,5.0,72.0,0.05
BA,16,0.01,0.05,0.05,betweenness,,,0.0,0.0,7.0,0.011,208.0,0.052,987.0,935.0,6.0,50.0,0.05
BA,16,0.01,0.05,0.05,kcore,,,0.0,0.0,6.0,0.008,177.0,0.018,327.0,309.0,3.0,63.0,0.05
BA,16,0.01,0.05,0.05,collective_influence,,,0.0,0.0,6.0,0.02,431.0,0.082,1693.0,1611.0,15.0,163.0,0.05
BA,16,0.01,0.05,0.05,community_bridge,,,0.0,0.0,7.0,0.012,244.0,0.051,718.0,667.0,7.0,94.0,0.05
BA,16,0.02,0.05,0.05,random,20.0,70.0,1.0,1.0,173.0,0.593,11622.0,0.934,28513.0,27579.0,588.0,184.0,0.05
BA,16,0.02,0.05,0.05,degree,130.0,,1.0,0.0,43.0,0.261,5623.0,0.602,12283.0,11681.0,256.0,305.0,0.05
BA,16,0.02,0.05,0.05,betweenness,,,0.0,0.0,7.0,0.008,67.0,0.031,221.0,190.0,3.0,17.0,0.05
BA,16,0.02,0.05,0.05,kcore,,,0.0,0.0,8.0,0.019,381.0,0.062,813.0,751.0,14.0,77.0,0.05
BA,16,0.02,0.05,0.05,collective_influence,,,0.0,0.0,11.0,0.019,383.0,0.067,874.0,807.0,14.0,63.0,0.05
BA,16,0.02,0.05,0.05,community_bridge,68.0,,1.0,0.0,38.0,0.278,5894.0,0.627,11251.0,10624.0,273.0,284.0,0.05
BA,16,0.05,0.05,0.05,random,17.0,28.0,1.0,1.0,409.0,0.853,16865.0,0.944,17945.0,17001.0,848.0,220.0,0.05
BA,16,0.05,0.05,0.05,degree,37.0,75.0,1.0,1.0,202.0,0.684,13227.0,0.893,14069.0,13176.0,679.0,222.0,0.05
BA,16,0.05,0.05,0.05,betweenness,32.0,62.0,1.0,1.0,209.0,0.718,13747.0,0.911,14336.0,13425.0,713.0,237.0,0.05
BA,16,0.05,0.05,0.05,kcore,29.0,66.0,1.0,1.0,218.0,0.717,14693.0,0.898,14932.0,14034.0,712.0,228.0,0.05
BA,16,0.05,0.05,0.05,collective_influence,32.0,70.0,1.0,1.0,205.0,0.697,14857.0,0.897,15104.0,14207.0,692.0,254.0,0.05
BA,16,0.05,0.05,0.05,community_bridge,26.0,57.0,1.0,1.0,244.0,0.683,13859.0,0.885,12969.0,12084.0,678.0,193.0,0.05
BA,16,0.15,0.05,0.05,random,5.0,8.0,1.0,1.0,692.0,0.934,18464.0,0.945,6829.0,5884.0,929.0,170.0,0.05
BA,16,0.15,0.05,0.05,degree,11.0,18.0,1.0,1.0,552.0,0.899,18597.0,0.926,6419.0,5493.0,894.0,168.0,0.05
BA,16,0.15,0.05,0.05,betweenness,9.0,16.0,1.0,1.0,554.0,0.908,18517.0,0.934,6184.0,5250.0,903.0,145.0,0.05
BA,16,0.15,0.05,0.05,kcore,10.0,18.0,1.0,1.0,490.0,0.885,17259.0,0.92,6084.0,5164.0,880.0,160.0,0.05
BA,16,0.15,0.05,0.05,collective_influence,8.0,16.0,1.0,1.0,521.0,0.886,17441.0,0.921,6278.0,5357.0,881.0,168.0,0.05
BA,16,0.15,0.05,0.05,community_bridge,9.0,18.0,1.0,1.0,513.0,0.88,17507.0,0.922,6152.0,5230.0,875.0,170.0,0.05
BA,17,0.01,0.05,0.05,random,87.0,,1.0,0.0,57.0,0.265,5445.0,0.849,26519.0,25670.0,260.0,276.0,0.05
BA,17,0.01,0.05,0.05,degree,,,0.0,0.0,6.0,0.013,258.0,0.045,1073.0,1028.0,8.0,94.0,0.05
BA,17,0.01,0.05,0.05,betweenness,,,0.0,0.0,13.0,0.024,417.0,0.112,1333.0,1221.0,19.0,66.0,0.05
BA,17,0.01,0.05,0.05,kcore,,,0.0,0.0,5.0,0.012,198.0,0.055,746.0,691.0,7.0,74.0,0.05
BA,17,0.01,0.05,0.05,collective_influence,,,0.0,0.0,7.0,0.015,440.0,0.044,921.0,877.0,10.0,91.0,0.05
BA,17,0.01,0.05,0.05,community_bridge,,,0.0,0.0,6.0,0.008,104.0,0.019,210.0,191.0,3.0,37.0,0.05
BA,17,0.02,0.05,0.05,random,35.0,78.0,1.0,1.0,188.0,0.585,11645.0,0.938,27263.0,26325.0,580.0,177.0,0.05
BA,17,0.02,0.05,0.05,degree,89.0,,1.0,0.0,51.0,0.288,5790.0,0.667,13460.0,12793.0,283.0,353.0,0.05
BA,17,0.02,0.05,0.05,betweenness,,,0.0,0.0,5.0,0.01,196.0,0.037,444.0,407.0,5.0,103.0,0.05
BA,17,0.02,0.05,0.05,kcore,,,0.0,0.0,19.0,0.064,1145.0,0.225,3361.0,3136.0,59.0,124.0,0.05
BA,17,0.02,0.05,0.05,collective_influence,108.0,,1.0,0.0,51.0,0.301,5786.0,0.669,12799.0,12130.0,296.0,410.0,0.05
BA,17,0.02,0.05,0.05,community_bridge,,,0.0,0.0,8.0,0.019,332.0,0.062,663.0,601.0,14.0,91.0,0.05
BA,17,0.05,0.05,0.05,random,13.0,23.0,1.0,1.0,416.0,0.86,16525.0,0.945,16914.0,15969.0,855.0,154.0,0.05
BA,17,0.05,0.05,0.05,degree,42.0,89.0,1.0,1.0,170.0,0.654,12794.0,0.886,13267.0,12381.0,649.0,231.0,0.05
BA,17,0.05,0.05,0.05,betweenness,19.0,50.0,1.0,1.0,234.0,0.723,13936.0,0.909,14665.0,13756.0,718.0,162.0,0.05
BA,17,0.05,0.05,0.05,kcore,18.0,61.0,1.0,1.0,190.0,0.688,13115.0,0.896,13665.0,12769.0,683.0,198.0,0.05
BA,17,0.05,0.05,0.05,collective_influence,20.0,44.0,1.0,1.0,284.0,0.756,15634.0,0.907,14808.0,13901.0,751.0,168.0,0.05
BA,17,0.05,0.05,0.05,community_bridge,31.0,72.0,1.0,1.0,195.0,0.722,14639.0,0.901,14529.0,13628.0,717.0,210.0,0.05
BA,17,0.15,0.05,0.05,random,7.0,10.0,1.0,1.0,685.0,0.945,18574.0,0.945,6869.0,5924.0,940.0,160.0,0.05
BA,17,0.15,0.05,0.05,degree,10.0,18.0,1.0,1.0,536.0,0.896,17549.0,0.924,6270.0,5346.0,891.0,175.0,0.05
BA,17,0.15,0.05,0.05,betweenness,6.0,12.0,1.0,1.0,599.0,0.914,18083.0,0.931,6162.0,5231.0,909.0,159.0,0.05
BA,17,0.15,0.05,0.05,kcore,9.0,17.0,1.0,1.0,536.0,0.887,17589.0,0.926,6316.0,5390.0,882.0,209.0,0.05
BA,17,0.15,0.05,0.05,collective_influence,8.0,16.0,1.0,1.0,559.0,0.904,18086.0,0.927,6146.0,5219.0,899.0,139.0,0.05
BA,17,0.15,0.05,0.05,community_bridge,8.0,16.0,1.0,1.0,543.0,0.901,20003.0,0.926,6343.0,5417.0,896.0,162.0,0.05
BA,19,0.01,0.05,0.05,random,126.0,,1.0,0.0,50.0,0.305,6575.0,0.832,29967.0,29135.0,300.0,469.0,0.05
BA,19,0.01,0.05,0.05,degree,,,0.0,0.0,13.0,0.07,1455.0,0.258,5384.0,5126.0,65.0,233.0,0.05
BA,19,0.01,0.05,0.05,betweenness,,,0.0,0.0,8.0,0.018,228.0,0.102,1035.0,933.0,13.0,50.0,0.05
BA,19,0.01,0.05,0.05,kcore,,,0.0,0.0,9.0,0.03,517.0,0.117,1673.0,1556.0,25.0,145.0,0.05
BA,19,0.01,0.05,0.05,collective_influence,,,0.0,0.0,5.0,0.005,56.0,0.015,199.0,184.0,0.0,25.0,0.05
BA,19,0.01,0.05,0.05,community_bridge,,,0.0,0.0,7.0,0.009,164.0,0.035,411.0,376.0,4.0,55.0,0.05
BA,19,0.02,0.05,0.05,random,36.0,81.0,1.0,1.0,172.0,0.635,13133.0,0.942,31860.0,30918.0,630.0,244.0,0.05
BA,19,0.02,0.05,0.05,degree,,,0.0,0.0,16.0,0.068,1088.0,0.228,3226.0,2998.0,63.0,246.0,0.05
BA,19,0.02,0.05,0.05,betweenness,,,0.0,0.0,6.0,0.008,136.0,0.027,320.0,293.0,3.0,54.0,0.05
BA,19,0.02,0.05,0.05,kcore,100.0,,1.0,0.0,26.0,0.138,2938.0,0.396,7172.0,6776.0,133.0,250.0,0.05
BA,19,0.02,0.05,0.05,collective_influence,,,0.0,0.0,6.0,0.007,45.0,0.024,126.0,102.0,2.0,13.0,0.05
BA,19,0.02,0.05,0.05,community_bridge,,,0.0,0.0,9.0,0.025,387.0,0.093,1195.0,1102.0,20.0,86.0,0.05
BA,19,0.05,0.05,0.05,random,24.0,37.0,1.0,1.0,400.0,0.853,16414.0,0.945,17537.0,16592.0,848.0,162.0,0.05
BA,19,0.05,0.05,0.05,degree,29.0,65.0,1.0,1.0,212.0,0.723,14105.0,0.9,13994.0,13094.0,718.0,294.0,0.05
BA,19,0.05,0.05,0.05,betweenness,24.0,48.0,1.0,1.0,263.0,0.746,14754.0,0.926,14110.0,13184.0,741.0,171.0,0.05
BA,19,0.05,0.05,0.05,kcore,28.0,62.0,1.0,1.0,223.0,0.711,14475.0,0.9,14939.0,14039.0,706.0,269.0,0.05
BA,19,0.05,0.05,0.05,collective_influence,48.0,87.0,1.0,1.0,206.0,0.74,14274.0,0.914,14965.0,14051.0,735.0,210.0,0.05
BA,19,0.05,0.05,0.05,community_bridge,26.0,67.0,1.0,1.0,189.0,0.713,14198.0,0.897,13463.0,12566.0,708.0,214.0,0.05
BA,19,0.15,0.05,0.05,random,5.0,9.0,1.0,1.0,695.0,0.942,18569.0,0.945,6537.0,5592.0,937.0,154.0,0.05
BA,19,0.15,0.05,0.05,degree,11.0,20.0,1.0,1.0,547.0,0.903,17682.0,0.933,6334.0,5401.0,898.0,161.0,0.05
BA,19,0.15,0.05,0.05,betweenness,9.0,15.0,1.0,1.0,586.0,0.899,18546.0,0.933,6158.0,5225.0,894.0,134.0,0.05
BA,19,0.15,0.05,0.05,kcore,9.0,17.0,1.0,1.0,538.0,0.887,17489.0,0.932,6115.0,5183.0,882.0,167.0,0.05
BA,19,0.15,0.05,0.05,collective_influence,8.0,16.0,1.0,1.0,553.0,0.896,18353.0,0.932,6159.0,5227.0,891.0,145.0,0.05
BA,19,0.15,0.05,0.05,community_bridge,10.0,17.0,1.0,1.0,547.0,0.893,17722.0,0.927,5927.0,5000.0,888.0,163.0,0.05
BA,18,0.01,0.05,0.05,random,64.0,,1.0,0.0,75.0,0.339,7430.0,0.881,33139.0,32258.0,334.0,275.0,0.05
BA,18,0.01,0.05,0.05,degree,,,0.0,0.0,11.0,0.016,387.0,0.062,1238.0,1176.0,11.0,93.0,0.05
BA,18,0.01,0.05,0.05,betweenness,,,0.0,0.0,5.0,0.005,18.0,0.017,66.0,49.0,0.0,6.0,0.05
BA,18,0.01,0.05,0.05,kcore,,,0.0,0.0,6.0,0.009,210.0,0.038,642.0,604.0,4.0,60.0,0.05
BA,18,0.01,0.05,0.05,collective_influence,,,0.0,0.0,10.0,0.018,569.0,0.074,1382.0,1308.0,13.0,124.0,0.05
BA,18,0.01,0.05,0.05,community_bridge,,,0.0,0.0,8.0,0.012,273.0,0.035,671.0,636.0,7.0,58.0,0.05
BA,18,0.02,0.05,0.05,random,61.0,103.0,1.0,1.0,199.0,0.61,12202.0,0.939,30064.0,29125.0,605.0,253.0,0.05
BA,18,0.02,0.05,0.05,degree,125.0,,1.0,0.0,46.0,0.332,7500.0,0.685,14858.0,14173.0,327.0,387.0,0.05
BA,18,0.02,0.05,0.05,betweenness,128.0,,1.0,0.0,61.0,0.319,6082.0,0.738,16204.0,15466.0,314.0,349.0,0.05
BA,18,0.02,0.05,0.05,kcore,93.0,,1.0,0.0,41.0,0.234,4646.0,0.605,10654.0,10049.0,229.0,296.0,0.05
BA,18,0.02,0.05,0.05,collective_influence,103.0,,1.0,0.0,32.0,0.18,3208.0,0.502,8880.0,8378.0,175.0,227.0,0.05
BA,18,0.02,0.05,0.05,community_bridge,256.0,,1.0,0.0,42.0,0.247,5225.0,0.611,12149.0,11538.0,242.0,480.0,0.05
BA,18,0.05,0.05,0.05,random,11.0,20.0,1.0,1.0,448.0,0.874,17520.0,0.945,17532.0,16587.0,869.0,193.0,0.05
BA,18,0.05,0.05,0.05,degree,27.0,57.0,1.0,1.0,256.0,0.751,15533.0,0.898,14998.0,14100.0,746.0,260.0,0.05
BA,18,0.05,0.05,0.05,betweenness,24.0,54.0,1.0,1.0,247.0,0.718,14157.0,0.913,15198.0,14285.0,713.0,192.0,0.05
BA,18,0.05,0.05,0.05,kcore,27.0,55.0,1.0,1.0,235.0,0.721,14729.0,0.901,14524.0,13623.0,716.0,241.0,0.05
BA,18,0.05,0.05,0.05,collective_influence,34.0,63.0,1.0,1.0,268.0,0.761,15687.0,0.908,14682.0,13774.0,756.0,217.0,0.05
BA,18,0.05,0.05,0.05,community_bridge,27.0,64.0,1.0,1.0,198.0,0.672,13207.0,0.895,14197.0,13302.0,667.0,192.0,0.05
BA,18,0.15,0.05,0.05,random,9.0,12.0,1.0,1.0,673.0,0.941,19622.0,0.945,7161.0,6216.0,936.0,157.0,0.05
BA,18,0.15,0.05,0.05,degree,9.0,17.0,1.0,1.0,524.0,0.877,16924.0,0.921,6217.0,5296.0,872.0,171.0,0.05
BA,18,0.15,0.05,0.05,betweenness,8.0,14.0,1.0,1.0,538.0,0.897,17540.0,0.929,6202.0,5273.0,892.0,141.0,0.05
BA,18,0.15,0.05,0.05,kcore,9.0,17.0,1.0,1.0,567.0,0.902,19543.0,0.926,6124.0,5198.0,897.0,188.0,0.05
BA,18,0.15,0.05,0.05,collective_influence,9.0,15.0,1.0,1.0,549.0,0.897,18478.0,0.929,6089.0,5160.0,892.0,160.0,0.05
BA,18,0.15,0.05,0.05,community_bridge,8.0,16.0,1.0,1.0,539.0,0.889,17975.0,0.925,6157.0,5232.0,884.0,159.0,0.05
