topology,trial,strategy,fraction,t10,t50,reached_10,reached_50,peak_infected,final_size,active_spreader_auc,unique_exposed_fraction,attempted_exposures,repeat_exposures,successful_transmissions,duration,protected_fraction
BA,8,collective_influence,0.1,12.0,23.0,1.0,1.0,397.0,0.785,14812.0,0.841,5133.0,4292.0,780.0,184.0,0.1
BA,8,community_bridge,0.01,5.0,10.0,1.0,1.0,699.0,0.983,20263.0,0.984,7183.0,6199.0,978.0,139.0,0.01
BA,8,community_bridge,0.05,10.0,17.0,1.0,1.0,562.0,0.914,18412.0,0.931,6241.0,5310.0,909.0,153.0,0.05
BA,8,community_bridge,0.1,15.0,28.0,1.0,1.0,427.0,0.786,17392.0,0.838,5398.0,4560.0,781.0,154.0,0.1
BA,8,degree,0.01,7.0,11.0,1.0,1.0,687.0,0.978,19244.0,0.984,7329.0,6345.0,973.0,138.0,0.01
BA,8,degree,0.05,9.0,17.0,1.0,1.0,487.0,0.878,17837.0,0.929,6469.0,5540.0,873.0,209.0,0.05
BA,8,degree,0.1,11.0,24.0,1.0,1.0,381.0,0.777,14498.0,0.832,5106.0,4274.0,772.0,153.0,0.1
BA,8,eigenvector,0.01,5.0,10.0,1.0,1.0,687.0,0.983,19671.0,0.985,7365.0,6380.0,978.0,201.0,0.01
BA,8,eigenvector,0.05,8.0,14.0,1.0,1.0,587.0,0.919,18699.0,0.938,6234.0,5296.0,914.0,138.0,0.05
BA,8,eigenvector,0.1,9.0,19.0,1.0,1.0,476.0,0.833,17228.0,0.87,5898.0,5028.0,828.0,139.0,0.1
BA,8,kcore,0.01,6.0,10.0,1.0,1.0,698.0,0.977,20020.0,0.984,7257.0,6273.0,972.0,173.0,0.01
BA,8,kcore,0.05,9.0,16.0,1.0,1.0,563.0,0.907,18436.0,0.933,6242.0,5309.0,902.0,139.0,0.05
BA,8,kcore,0.1,12.0,25.0,1.0,1.0,401.0,0.784,16020.0,0.829,5248.0,4419.0,779.0,174.0,0.1
BA,8,pagerank,0.01,7.0,12.0,1.0,1.0,665.0,0.981,18750.0,0.984,7484.0,6500.0,976.0,130.0,0.01
BA,8,pagerank,0.05,11.0,19.0,1.0,1.0,547.0,0.898,17506.0,0.929,6232.0,5303.0,893.0,184.0,0.05
BA,8,pagerank,0.1,12.0,27.0,1.0,1.0,381.0,0.765,15310.0,0.829,5249.0,4420.0,760.0,206.0,0.1
BA,8,random,0.01,5.0,9.0,1.0,1.0,693.0,0.981,18662.0,0.985,7239.0,6254.0,976.0,153.0,0.01
BA,8,random,0.05,5.0,8.0,1.0,1.0,677.0,0.943,18182.0,0.945,6621.0,5676.0,938.0,137.0,0.05
BA,8,random,0.1,5.0,9.0,1.0,1.0,623.0,0.885,17064.0,0.895,6467.0,5572.0,880.0,187.0,0.1
BA,9,betweenness,0.01,5.0,10.0,1.0,1.0,683.0,0.976,19678.0,0.985,7057.0,6072.0,971.0,170.0,0.01
BA,9,betweenness,0.05,7.0,15.0,1.0,1.0,529.0,0.888,17210.0,0.921,6249.0,5328.0,883.0,158.0,0.05
BA,9,betweenness,0.1,14.0,29.0,1.0,1.0,387.0,0.787,15637.0,0.837,5738.0,4901.0,782.0,177.0,0.1
BA,9,collective_influence,0.01,6.0,11.0,1.0,1.0,665.0,0.975,19808.0,0.983,7062.0,6079.0,970.0,186.0,0.01
BA,9,collective_influence,0.05,8.0,17.0,1.0,1.0,533.0,0.886,17252.0,0.924,6461.0,5537.0,881.0,140.0,0.05
BA,9,collective_influence,0.1,17.0,32.0,1.0,1.0,361.0,0.748,14569.0,0.813,4961.0,4148.0,743.0,179.0,0.1
BA,9,community_bridge,0.01,6.0,10.0,1.0,1.0,690.0,0.977,19722.0,0.983,7046.0,6063.0,972.0,144.0,0.01
BA,9,community_bridge,0.05,9.0,17.0,1.0,1.0,526.0,0.897,18367.0,0.926,6145.0,5219.0,892.0,142.0,0.05
BA,9,community_bridge,0.1,11.0,22.0,1.0,1.0,421.0,0.771,15741.0,0.814,5084.0,4270.0,766.0,238.0,0.1
BA,9,degree,0.01,5.0,9.0,1.0,1.0,647.0,0.975,19430.0,0.985,7139.0,6154.0,970.0,165.0,0.01
BA,9,degree,0.05,9.0,16.0,1.0,1.0,531.0,0.892,17905.0,0.92,6065.0,5145.0,887.0,216.0,0.05
BA,9,degree,0.1,19.0,33.0,1.0,1.0,388.0,0.752,15288.0,0.801,5243.0,4442.0,747.0,199.0,0.1
BA,9,eigenvector,0.01,5.0,10.0,1.0,1.0,687.0,0.968,19672.0,0.983,6726.0,5743.0,963.0,236.0,0.01
BA,9,eigenvector,0.05,9.0,16.0,1.0,1.0,547.0,0.883,16611.0,0.928,6003.0,5075.0,878.0,155.0,0.05
BA,9,eigenvector,0.1,11.0,20.0,1.0,1.0,475.0,0.819,17430.0,0.857,5587.0,4730.0,814.0,152.0,0.1
BA,9,kcore,0.01,7.0,12.0,1.0,1.0,681.0,0.974,19040.0,0.985,6873.0,5888.0,969.0,165.0,0.01
BA,9,kcore,0.05,8.0,15.0,1.0,1.0,511.0,0.872,17149.0,0.915,5809.0,4894.0,867.0,153.0,0.05
BA,9,kcore,0.1,26.0,41.0,1.0,1.0,364.0,0.741,14583.0,0.802,4918.0,4116.0,736.0,159.0,0.1
BA,9,pagerank,0.01,6.0,10.0,1.0,1.0,666.0,0.969,19300.0,0.985,7005.0,6020.0,964.0,123.0,0.01
BA,9,pagerank,0.05,10.0,18.0,1.0,1.0,525.0,0.879,16825.0,0.919,6157.0,5238.0,874.0,175.0,0.05
BA,9,pagerank,0.1,12.0,26.0,1.0,1.0,365.0,0.74,14231.0,0.803,5017.0,4214.0,735.0,174.0,0.1
BA,9,random,0.01,4.0,7.0,1.0,1.0,748.0,0.986,20408.0,0.985,7333.0,6348.0,981.0,150.0,0.01
BA,9,random,0.05,4.0,7.0,1.0,1.0,693.0,0.944,18672.0,0.945,6929.0,5984.0,939.0,133.0,0.05
BA,9,random,0.1,4.0,8.0,1.0,1.0,637.0,0.892,17100.0,0.895,6252.0,5357.0,887.0,132.0,0.1
BA,10,betweenness,0.01,6.0,10.0,1.0,1.0,675.0,0.974,18944.0,0.982,6891.0,5909.0,969.0,140.0,0.01
BA,10,betweenness,0.05,12.0,20.0,1.0,1.0,536.0,0.885,17322.0,0.92,6248.0,5328.0,880.0,173.0,0.05
BA,10,betweenness,0.1,15.0,28.0,1.0,1.0,382.0,0.755,15165.0,0.814,5045.0,4231.0,750.0,193.0,0.1
BA,10,collective_influence,0.01,5.0,9.0,1.0,1.0,679.0,0.974,19633.0,0.982,7012.0,6030.0,969.0,194.0,0.01
BA,10,collective_influence,0.05,14.0,22.0,1.0,1.0,493.0,0.883,17385.0,0.918,6131.0,5213.0,878.0,161.0,0.05
BA,10,collective_influence,0.1,14.0,29.0,1.0,1.0,396.0,0.727,15375.0,0.778,4659.0,3881.0,722.0,153.0,0.1
BA,10,community_bridge,0.01,7.0,11.0,1.0,1.0,664.0,0.966,19010.0,0.982,7101.0,6119.0,961.0,146.0,0.01
BA,10,community_bridge,0.05,9.0,17.0,1.0,1.0,500.0,0.856,17030.0,0.908,5885.0,4977.0,851.0,187.0,0.05
BA,10,community_bridge,0.1,18.0,34.0,1.0,1.0,332.0,0.725,14668.0,0.8,4854.0,4054.0,720.0,168.0,0.1
BA,10,degree,0.01,5.0,9.0,1.0,1.0,679.0,0.974,19246.0,0.983,6879.0,5896.0,969.0,166.0,0.01
BA,10,degree,0.05,13.0,21.0,1.0,1.0,477.0,0.873,16963.0,0.913,6111.0,5198.0,868.0,134.0,0.05
BA,10,degree,0.1,16.0,31.0,1.0,1.0,349.0,0.721,14827.0,0.783,4919.0,4136.0,716.0,147.0,0.1
BA,10,eigenvector,0.01,6.0,11.0,1.0,1.0,661.0,0.967,19630.0,0.982,6889.0,5907.0,962.0,200.0,0.01
BA,10,eigenvector,0.05,8.0,15.0,1.0,1.0,536.0,0.898,18607.0,0.924,6318.0,5394.0,893.0,201.0,0.05
BA,10,eigenvector,0.1,8.0,16.0,1.0,1.0,465.0,0.819,16189.0,0.858,5565.0,4707.0,814.0,198.0,0.1
BA,10,kcore,0.01,5.0,9.0,1.0,1.0,628.0,0.972,18434.0,0.982,7150.0,6168.0,967.0,173.0,0.01
BA,10,kcore,0.05,9.0,18.0,1.0,1.0,498.0,0.869,17154.0,0.911,5908.0,4997.0,864.0,146.0,0.05
BA,10,kcore,0.1,16.0,36.0,1.0,1.0,287.0,0.671,12659.0,0.76,4793.0,4033.0,666.0,157.0,0.1
BA,10,pagerank,0.01,6.0,10.0,1.0,1.0,654.0,0.972,19066.0,0.983,6875.0,5892.0,967.0,189.0,0.01
BA,10,pagerank,0.05,15.0,24.0,1.0,1.0,500.0,0.864,17575.0,0.905,6019.0,5114.0,859.0,156.0,0.05
BA,10,pagerank,0.1,16.0,36.0,1.0,1.0,304.0,0.685,14057.0,0.756,4551.0,3795.0,680.0,188.0,0.1
BA,10,random,0.01,5.0,8.0,1.0,1.0,693.0,0.977,19081.0,0.985,7927.0,6942.0,972.0,169.0,0.01
BA,10,random,0.05,5.0,7.0,1.0,1.0,720.0,0.946,19052.0,0.945,6955.0,6010.0,941.0,197.0,0.05
BA,10,random,0.1,3.0,7.0,1.0,1.0,677.0,0.897,19644.0,0.894,6407.0,5513.0,892.0,156.0,0.1
BA,11,betweenness,0.01,5.0,10.0,1.0,1.0,686.0,0.975,19538.0,0.985,6964.0,5979.0,970.0,165.0,0.01
BA,11,betweenness,0.05,10.0,18.0,1.0,1.0,537.0,0.895,19008.0,0.931,6393.0,5462.0,890.0,149.0,0.05
BA,11,betweenness,0.1,11.0,24.0,1.0,1.0,386.0,0.778,15057.0,0.84,5229.0,4389.0,773.0,170.0,0.1
BA,11,collective_influence,0.01,8.0,12.0,1.0,1.0,675.0,0.98,19636.0,0.985,7001.0,6016.0,975.0,137.0,0.01
BA,11,collective_influence,0.05,7.0,14.0,1.0,1.0,517.0,0.876,17097.0,0.914,6041.0,5127.0,871.0,146.0,0.05
BA,11,collective_influence,0.1,12.0,25.0,1.0,1.0,392.0,0.787,16058.0,0.837,4894.0,4057.0,782.0,205.0,0.1
BA,11,community_bridge,0.01,6.0,10.0,1.0,1.0,680.0,0.981,20158.0,0.985,6963.0,5978.0,976.0,138.0,0.01
BA,11,community_bridge,0.05,12.0,20.0,1.0,1.0,546.0,0.896,17004.0,0.927,6269.0,5342.0,891.0,119.0,0.05
BA,11,community_bridge,0.1,10.0,23.0,1.0,1.0,387.0,0.749,15717.0,0.813,5083.0,4270.0,744.0,157.0,0.1
BA,11,degree,0.01,7.0,11.0,1.0,1.0,707.0,0.976,19405.0,0.985,7059.0,6074.0,971.0,137.0,0.01
BA,11,degree,0.05,9.0,18.0,1.0,1.0,544.0,0.88,19391.0,0.921,6054.0,5133.0,875.0,253.0,0.05
BA,11,degree,0.1,15.0,31.0,1.0,1.0,349.0,0.749,15136.0,0.827,5191.0,4364.0,744.0,245.0,0.1
BA,11,eigenvector,0.01,5.0,9.0,1.0,1.0,687.0,0.979,19689.0,0.985,7586.0,6601.0,974.0,143.0,0.01
BA,11,eigenvector,0.05,8.0,15.0,1.0,1.0,558.0,0.915,17428.0,0.937,6156.0,5219.0,910.0,132.0,0.05
BA,11,eigenvector,0.1,10.0,17.0,1.0,1.0,485.0,0.824,16478.0,0.872,5356.0,4484.0,819.0,164.0,0.1
BA,11,kcore,0.01,6.0,10.0,1.0,1.0,680.0,0.972,19364.0,0.985,6762.0,5777.0,967.0,132.0,0.01
BA,11,kcore,0.05,9.0,16.0,1.0,1.0,541.0,0.877,16741.0,0.915,5824.0,4909.0,872.0,152.0,0.05
BA,11,kcore,0.1,16.0,30.0,1.0,1.0,376.0,0.764,15668.0,0.813,5270.0,4457.0,759.0,200.0,0.1
BA,11,pagerank,0.01,5.0,10.0,1.0,1.0,649.0,0.966,18777.0,0.985,7051.0,6066.0,961.0,153.0,0.01
BA,11,pagerank,0.05,15.0,23.0,1.0,1.0,494.0,0.882,17025.0,0.921,5881.0,4960.0,877.0,193.0,0.05
BA,11,pagerank,0.1,16.0,30.0,1.0,1.0,367.0,0.756,15029.0,0.82,5056.0,4236.0,751.0,137.0,0.1
BA,11,random,0.01,4.0,6.0,1.0,1.0,743.0,0.987,20270.0,0.985,7045.0,6060.0,982.0,145.0,0.01
BA,11,random,0.05,5.0,7.0,1.0,1.0,712.0,0.943,19021.0,0.945,6681.0,5736.0,938.0,146.0,0.05
BA,11,random,0.1,5.0,8.0,1.0,1.0,637.0,0.888,16662.0,0.894,6579.0,5685.0,883.0,109.0,0.1
BA,12,betweenness,0.01,7.0,11.0,1.0,1.0,692.0,0.978,20089.0,0.984,7384.0,6400.0,973.0,226.0,0.01
BA,12,betweenness,0.05,10.0,18.0,1.0,1.0,536.0,0.891,18836.0,0.928,6365.0,5437.0,886.0,147.0,0.05
BA,12,betweenness,0.1,11.0,24.0,1.0,1.0,386.0,0.761,14850.0,0.829,5084.0,4255.0,756.0,181.0,0.1
BA,12,collective_influence,0.01,5.0,9.0,1.0,1.0,703.0,0.976,19646.0,0.984,6898.0,5914.0,971.0,157.0,0.01
BA,12,collective_influence,0.05,10.0,18.0,1.0,1.0,515.0,0.883,17703.0,0.926,6400.0,5474.0,878.0,174.0,0.05
BA,12,collective_influence,0.1,13.0,27.0,1.0,1.0,364.0,0.759,14723.0,0.824,5504.0,4680.0,754.0,125.0,0.1
BA,12,community_bridge,0.01,6.0,9.0,1.0,1.0,698.0,0.975,20112.0,0.984,6908.0,5924.0,970.0,144.0,0.01
BA,12,community_bridge,0.05,9.0,16.0,1.0,1.0,546.0,0.885,17906.0,0.922,5864.0,4942.0,880.0,161.0,0.05
BA,12,community_bridge,0.1,15.0,27.0,1.0,1.0,363.0,0.763,15638.0,0.817,4934.0,4117.0,758.0,168.0,0.1
BA,12,degree,0.01,6.0,9.0,1.0,1.0,686.0,0.976,19326.0,0.984,7303.0,6319.0,971.0,171.0,0.01
BA,12,degree,0.05,8.0,14.0,1.0,1.0,550.0,0.894,17475.0,0.925,5810.0,4885.0,889.0,136.0,0.05
BA,12,degree,0.1,23.0,39.0,1.0,1.0,330.0,0.743,14360.0,0.811,5006.0,4195.0,738.0,172.0,0.1
BA,12,eigenvector,0.01,5.0,9.0,1.0,1.0,690.0,0.97,19553.0,0.984,6919.0,5935.0,965.0,166.0,0.01
BA,12,eigenvector,0.05,9.0,15.0,1.0,1.0,569.0,0.899,18500.0,0.931,6314.0,5383.0,894.0,151.0,0.05
BA,12,eigenvector,0.1,12.0,22.0,1.0,1.0,446.0,0.801,15525.0,0.85,5562.0,4712.0,796.0,127.0,0.1
BA,12,kcore,0.01,5.0,9.0,1.0,1.0,697.0,0.979,20641.0,0.984,7055.0,6071.0,974.0,189.0,0.01
BA,12,kcore,0.05,8.0,17.0,1.0,1.0,497.0,0.881,16910.0,0.928,6167.0,5239.0,876.0,149.0,0.05
BA,12,kcore,0.1,15.0,32.0,1.0,1.0,347.0,0.715,13633.0,0.807,4887.0,4080.0,710.0,133.0,0.1
BA,12,pagerank,0.01,4.0,8.0,1.0,1.0,682.0,0.977,19194.0,0.984,7103.0,6119.0,972.0,150.0,0.01
BA,12,pagerank,0.05,9.0,16.0,1.0,1.0,542.0,0.887,17725.0,0.925,6167.0,5242.0,882.0,230.0,0.05
BA,12,pagerank,0.1,15.0,32.0,1.0,1.0,338.0,0.761,14992.0,0.82,5379.0,4559.0,756.0,155.0,0.1
BA,12,random,0.01,5.0,8.0,1.0,1.0,716.0,0.989,20598.0,0.985,7507.0,6522.0,984.0,172.0,0.01
BA,12,random,0.05,4.0,7.0,1.0,1.0,664.0,0.942,17579.0,0.945,6948.0,6003.0,937.0,139.0,0.05
BA,12,random,0.1,6.0,9.0,1.0,1.0,657.0,0.886,17552.0,0.895,6472.0,5577.0,881.0,151.0,0.1
BA,13,betweenness,0.01,8.0,12.0,1.0,1.0,700.0,0.975,19364.0,0.985,7170.0,6185.0,970.0,146.0,0.01
BA,13,betweenness,0.05,8.0,16.0,1.0,1.0,521.0,0.883,18405.0,0.921,6175.0,5254.0,878.0,175.0,0.05
BA,13,betweenness,0.1,15.0,26.0,1.0,1.0,431.0,0.798,17385.0,0.835,5492.0,4657.0,793.0,153.0,0.1
BA,13,collective_influence,0.01,6.0,10.0,1.0,1.0,689.0,0.979,20244.0,0.985,6770.0,5785.0,974.0,192.0,0.01
BA,13,collective_influence,0.05,8.0,16.0,1.0,1.0,511.0,0.878,17446.0,0.921,5757.0,4836.0,873.0,150.0,0.05
BA,13,collective_influence,0.1,25.0,37.0,1.0,1.0,377.0,0.748,14032.0,0.81,5150.0,4340.0,743.0,184.0,0.1
BA,13,community_bridge,0.01,6.0,10.0,1.0,1.0,667.0,0.969,18971.0,0.984,6775.0,5791.0,964.0,151.0,0.01
BA,13,community_bridge,0.05,9.0,18.0,1.0,1.0,514.0,0.876,18000.0,0.918,6179.0,5261.0,871.0,141.0,0.05
BA,13,community_bridge,0.1,11.0,28.0,1.0,1.0,361.0,0.756,15497.0,0.813,4910.0,4097.0,751.0,203.0,0.1
BA,13,degree,0.01,8.0,13.0,1.0,1.0,688.0,0.973,19737.0,0.985,6928.0,5943.0,968.0,145.0,0.01
BA,13,degree,0.05,10.0,17.0,1.0,1.0,529.0,0.875,17294.0,0.915,5951.0,5036.0,870.0,207.0,0.05
BA,13,degree,0.1,13.0,29.0,1.0,1.0,369.0,0.733,14369.0,0.803,4865.0,4062.0,728.0,175.0,0.1
BA,13,eigenvector,0.01,6.0,10.0,1.0,1.0,670.0,0.975,19726.0,0.985,6922.0,5937.0,970.0,207.0,0.01
BA,13,eigenvector,0.05,9.0,15.0,1.0,1.0,602.0,0.91,19379.0,0.928,5841.0,4913.0,905.0,148.0,0.05
BA,13,eigenvector,0.1,9.0,17.0,1.0,1.0,485.0,0.81,16037.0,0.855,5697.0,4842.0,805.0,155.0,0.1
BA,13,kcore,0.01,5.0,9.0,1.0,1.0,661.0,0.965,18641.0,0.985,7178.0,6193.0,960.0,165.0,0.01
BA,13,kcore,0.05,7.0,15.0,1.0,1.0,529.0,0.88,18337.0,0.914,6248.0,5334.0,875.0,228.0,0.05
BA,13,kcore,0.1,14.0,28.0,1.0,1.0,360.0,0.74,15978.0,0.809,4961.0,4152.0,735.0,146.0,0.1
BA,13,pagerank,0.01,7.0,11.0,1.0,1.0,663.0,0.976,19021.0,0.985,6944.0,5959.0,971.0,166.0,0.01
BA,13,pagerank,0.05,8.0,16.0,1.0,1.0,507.0,0.878,17236.0,0.917,6216.0,5299.0,873.0,144.0,0.05
BA,13,pagerank,0.1,16.0,33.0,1.0,1.0,315.0,0.699,13531.0,0.776,4837.0,4061.0,694.0,162.0,0.1
BA,13,random,0.01,5.0,8.0,1.0,1.0,726.0,0.984,19690.0,0.985,7226.0,6241.0,979.0,122.0,0.01
BA,13,random,0.05,5.0,9.0,1.0,1.0,674.0,0.937,17739.0,0.945,6975.0,6030.0,932.0,163.0,0.05
BA,13,random,0.1,5.0,8.0,1.0,1.0,651.0,0.892,17329.0,0.894,6645.0,5751.0,887.0,118.0,0.1
BA,14,betweenness,0.01,6.0,11.0,1.0,1.0,669.0,0.961,18066.0,0.984,7462.0,6478.0,956.0,146.0,0.01
BA,14,betweenness,0.05,9.0,16.0,1.0,1.0,569.0,0.911,19086.0,0.928,6463.0,5535.0,906.0,237.0,0.05
BA,14,betweenness,0.1,15.0,26.0,1.0,1.0,420.0,0.778,15555.0,0.838,5236.0,4398.0,773.0,174.0,0.1
BA,14,collective_influence,0.01,7.0,11.0,1.0,1.0,684.0,0.979,20084.0,0.984,7219.0,6235.0,974.0,161.0,0.01
BA,14,collective_influence,0.05,11.0,18.0,1.0,1.0,550.0,0.883,17869.0,0.921,6095.0,5174.0,878.0,154.0,0.05
BA,14,collective_influence,0.1,18.0,30.0,1.0,1.0,368.0,0.737,15057.0,0.81,4970.0,4160.0,732.0,160.0,0.1
BA,14,community_bridge,0.01,5.0,9.0,1.0,1.0,694.0,0.979,20326.0,0.984,6762.0,5778.0,974.0,141.0,0.01
BA,14,community_bridge,0.05,8.0,15.0,1.0,1.0,521.0,0.875,17808.0,0.921,6210.0,5289.0,870.0,143.0,0.05
BA,14,community_bridge,0.1,14.0,28.0,1.0,1.0,392.0,0.775,15040.0,0.83,5188.0,4358.0,770.0,175.0,0.1
BA,14,degree,0.01,6.0,10.0,1.0,1.0,677.0,0.971,19370.0,0.984,7208.0,6224.0,966.0,148.0,0.01
BA,14,degree,0.05,9.0,17.0,1.0,1.0,508.0,0.885,17849.0,0.92,6381.0,5461.0,880.0,139.0,0.05
BA,14,degree,0.1,12.0,26.0,1.0,1.0,398.0,0.766,14597.0,0.82,4920.0,4100.0,761.0,151.0,0.1
BA,14,eigenvector,0.01,7.0,11.0,1.0,1.0,693.0,0.978,19646.0,0.984,6832.0,5848.0,973.0,160.0,0.01
BA,14,eigenvector,0.05,10.0,16.0,1.0,1.0,562.0,0.898,18459.0,0.93,6239.0,5309.0,893.0,186.0,0.05
BA,14,eigenvector,0.1,7.0,14.0,1.0,1.0,513.0,0.841,16245.0,0.871,6175.0,5304.0,836.0,140.0,0.1
BA,14,kcore,0.01,5.0,9.0,1.0,1.0,701.0,0.975,20228.0,0.984,6768.0,5784.0,970.0,170.0,0.01
BA,14,kcore,0.05,9.0,18.0,1.0,1.0,495.0,0.872,16657.0,0.922,6052.0,5130.0,867.0,131.0,0.05
BA,14,kcore,0.1,13.0,28.0,1.0,1.0,348.0,0.739,14531.0,0.814,5242.0,4428.0,734.0,146.0,0.1
BA,14,pagerank,0.01,5.0,9.0,1.0,1.0,674.0,0.963,19020.0,0.983,6963.0,5980.0,958.0,171.0,0.01
BA,14,pagerank,0.05,7.0,14.0,1.0,1.0,522.0,0.881,17503.0,0.924,6075.0,5151.0,876.0,133.0,0.05
BA,14,pagerank,0.1,21.0,35.0,1.0,1.0,357.0,0.736,15257.0,0.805,4697.0,3892.0,731.0,193.0,0.1
BA,14,random,0.01,6.0,9.0,1.0,1.0,724.0,0.985,18999.0,0.985,7517.0,6532.0,980.0,185.0,0.01
BA,14,random,0.05,4.0,8.0,1.0,1.0,679.0,0.94,18333.0,0.945,7011.0,6066.0,935.0,136.0,0.05
BA,14,random,0.1,5.0,8.0,1.0,1.0,662.0,0.887,18741.0,0.895,6650.0,5755.0,882.0,133.0,0.1
BA,15,betweenness,0.01,5.0,9.0,1.0,1.0,671.0,0.966,18314.0,0.984,6648.0,5664.0,961.0,147.0,0.01
BA,15,betweenness,0.05,9.0,16.0,1.0,1.0,551.0,0.891,18361.0,0.934,6318.0,5384.0,886.0,181.0,0.05
BA,15,betweenness,0.1,9.0,22.0,1.0,1.0,423.0,0.776,15935.0,0.84,5447.0,4607.0,771.0,167.0,0.1
BA,15,collective_influence,0.01,7.0,12.0,1.0,1.0,656.0,0.979,18928.0,0.985,7172.0,6187.0,974.0,180.0,0.01
BA,15,collective_influence,0.05,11.0,18.0,1.0,1.0,550.0,0.887,17123.0,0.924,6302.0,5378.0,882.0,148.0,0.05
BA,15,collective_influence,0.1,23.0,36.0,1.0,1.0,384.0,0.774,15677.0,0.839,5451.0,4612.0,769.0,238.0,0.1
BA,15,community_bridge,0.01,5.0,9.0,1.0,1.0,682.0,0.976,18767.0,0.985,6960.0,5975.0,971.0,142.0,0.01
BA,15,community_bridge,0.05,9.0,17.0,1.0,1.0,541.0,0.891,18001.0,0.931,6213.0,5282.0,886.0,155.0,0.05
BA,15,community_bridge,0.1,13.0,27.0,1.0,1.0,353.0,0.745,14131.0,0.819,5128.0,4309.0,740.0,157.0,0.1
BA,15,degree,0.01,6.0,10.0,1.0,1.0,678.0,0.973,19562.0,0.985,6957.0,5972.0,968.0,139.0,0.01
BA,15,degree,0.05,9.0,17.0,1.0,1.0,526.0,0.896,18065.0,0.928,6361.0,5433.0,891.0,155.0,0.05
BA,15,degree,0.1,14.0,30.0,1.0,1.0,325.0,0.745,14031.0,0.811,5155.0,4344.0,740.0,169.0,0.1
BA,15,eigenvector,0.01,6.0,11.0,1.0,1.0,671.0,0.976,19911.0,0.985,6847.0,5862.0,971.0,137.0,0.01
BA,15,eigenvector,0.05,9.0,16.0,1.0,1.0,547.0,0.899,18064.0,0.933,6369.0,5436.0,894.0,159.0,0.05
BA,15,eigenvector,0.1,10.0,19.0,1.0,1.0,465.0,0.814,15733.0,0.869,5971.0,5102.0,809.0,138.0,0.1
BA,15,kcore,0.01,6.0,11.0,1.0,1.0,660.0,0.958,19037.0,0.985,6976.0,5991.0,953.0,145.0,0.01
BA,15,kcore,0.05,9.0,16.0,1.0,1.0,545.0,0.888,17719.0,0.93,6073.0,5143.0,883.0,162.0,0.05
BA,15,kcore,0.1,11.0,26.0,1.0,1.0,342.0,0.75,14656.0,0.823,5201.0,4378.0,745.0,155.0,0.1
BA,15,pagerank,0.01,6.0,10.0,1.0,1.0,670.0,0.972,19039.0,0.985,6824.0,5839.0,967.0,151.0,0.01
BA,15,pagerank,0.05,9.0,16.0,1.0,1.0,543.0,0.891,18845.0,0.926,6201.0,5275.0,886.0,171.0,0.05
BA,15,pagerank,0.1,17.0,31.0,1.0,1.0,370.0,0.755,15343.0,0.811,5013.0,4202.0,750.0,175.0,0.1
BA,15,random,0.01,5.0,8.0,1.0,1.0,736.0,0.989,20585.0,0.985,7126.0,6141.0,984.0,130.0,0.01
BA,15,random,0.05,4.0,7.0,1.0,1.0,704.0,0.942,19258.0,0.945,7193.0,6248.0,937.0,166.0,0.05
BA,15,random,0.1,5.0,8.0,1.0,1.0,624.0,0.888,17739.0,0.895,6222.0,5327.0,883.0,117.0,0.1
BA,16,betweenness,0.01,6.0,10.0,1.0,1.0,681.0,0.977,20589.0,0.983,7171.0,6188.0,972.0,163.0,0.01
BA,16,betweenness,0.05,11.0,18.0,1.0,1.0,556.0,0.888,17850.0,0.928,6401.0,5473.0,883.0,178.0,0.05
BA,16,betweenness,0.1,10.0,20.0,1.0,1.0,392.0,0.753,14001.0,0.838,5069.0,4231.0,748.0,130.0,0.1
BA,16,collective_influence,0.01,5.0,9.0,1.0,1.0,712.0,0.982,20073.0,0.984,6619.0,5635.0,977.0,213.0,0.01
BA,16,collective_influence,0.05,10.0,17.0,1.0,1.0,551.0,0.891,18100.0,0.929,6418.0,5489.0,886.0,152.0,0.05
BA,16,collective_influence,0.1,16.0,29.0,1.0,1.0,387.0,0.774,14222.0,0.826,5226.0,4400.0,769.0,163.0,0.1
BA,16,community_bridge,0.01,4.0,8.0,1.0,1.0,686.0,0.973,19567.0,0.985,7185.0,6200.0,968.0,127.0,0.01
BA,16,community_bridge,0.05,10.0,18.0,1.0,1.0,532.0,0.891,16495.0,0.923,6291.0,5368.0,886.0,182.0,0.05
BA,16,community_bridge,0.1,13.0,25.0,1.0,1.0,425.0,0.768,16003.0,0.822,5226.0,4404.0,763.0,157.0,0.1
BA,16,degree,0.01,6.0,10.0,1.0,1.0,692.0,0.972,19477.0,0.984,7112.0,6128.0,967.0,204.0,0.01
BA,16,degree,0.05,9.0,17.0,1.0,1.0,532.0,0.889,17174.0,0.923,5902.0,4979.0,884.0,159.0,0.05
BA,16,degree,0.1,14.0,26.0,1.0,1.0,389.0,0.774,16592.0,0.822,5279.0,4457.0,769.0,226.0,0.1
BA,16,eigenvector,0.01,6.0,10.0,1.0,1.0,678.0,0.978,19235.0,0.983,7190.0,6207.0,973.0,137.0,0.01
BA,16,eigenvector,0.05,6.0,12.0,1.0,1.0,603.0,0.921,19003.0,0.938,6113.0,5175.0,916.0,172.0,0.05
BA,16,eigenvector,0.1,8.0,15.0,1.0,1.0,497.0,0.846,16238.0,0.882,5826.0,4944.0,841.0,152.0,0.1
